success type,attribution_method,SearchMatchType,SearchCategory,RecordType,CampaignMap,ActivitySubType,CampaignMapSearch,Site,CampaignType,Channel,contribution
build0, attributed,  ,  , Impression, Kuga Sustain, ,  , AutoScout24 Media, Brand, Previous Site Activity, 2078.41729221
build0, attributed, Exact, Commerce, Search Click,  , , Ford Credit, DART Search : Google,  , Previous Site Activity, 725.870915954
build0, last_event,  ,  , Impression, Retail Sales, ,  , XaxisDE, Retail, Previous Site Activity, 1174.0
build0, attributed, Broad, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 1667.36271284
testd00, attributed,  ,  , Impression, Retail January, ,  , auto-motor-und-sport.de, Retail, Previous Site Activity, 41.8434254383
build0, last_event, Broad, Commerce, Search Click,  , , Ford Credit, DART Search : Google,  , Previous Site Activity, 226.0
testd00, attributed, Broad, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 18.5834556285
testd00, attributed, Broad, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 12.3337556309
testd00, attributed,  ,  , Display Click, Retail Sales, ,  , XaxisDE, Retail, Previous Site Activity, 0.758823529412
testd00, last_event,  ,  , Impression, Smax, ,  , Axel Springer Media Impact, Brand, Previous Site Activity, 19.0
build004, last_event,  ,  , Impression, Retail January, ,  , Autoscout24.de, Retail, Previous Site Activity, 36.0
build004, last_event,  ,  , Display Click, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 2.0
build004, attributed, Broad, Generic, Search Click,  , , Auto, DART Search : Google,  , Previous Site Activity, 0.5
build0, last_event, Broad, Generic, Search Click,  , , Offroader, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Display Click, Mondeo Vignale 2016, ,  , Interactive Media, Brand, Previous Site Activity, 0.668596538485
testd00, last_event, Phrase, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 4.0
build004, attributed,  ,  , Display Click, Retail February, ,  , OMS DE, Retail, Previous Site Activity, 0.5
build004, last_event, Exact, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 92.0
build0, attributed,  ,  , Display Click, AllLine Carsharing, ,  , Light Reaction, Retail, Previous Site Activity, 50.001524001
testd00, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , Light Reaction, Retail, Previous Site Activity, 3.56200046642
testd00, last_event,  ,  , Impression, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 8.0
build004, last_event,  ,  , Display Click, Retail February, ,  , united internet media, Retail, Previous Site Activity, 1.0
testd00, attributed,  ,  , Impression, Retail February, ,  , AutoScout24 Media, Retail, Previous Site Activity, 65.9109928793
testd00, last_event,  ,  , Display Click, Retail Marz, ,  , SevenOne Media GmbH, Retail, Previous Site Activity, 2.0
testd00, attributed, Broad, Brand, Search Click,  , , Kategorien, DART Search : Google,  , Previous Site Activity, 4.33353796731
testd00, attributed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, 269.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , EMC, UNKNOWN, Previous Site Activity, 3.95272129987
build004, last_event,  ,  , Display Click, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 1.0
testd00, attributed, Broad, Brand, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 1.5
build0, attributed, Broad, Name Plate, Search Click,  , , Focus, DART Search : Google,  , Previous Site Activity, 2204.32384848
testd00, last_event,  ,  , Impression, Retail Marz, ,  , Bauer Media, Retail, Previous Site Activity, 16.0
testd00, last_event,  ,  , Display Click, Smax, ,  , Quisma, Brand, Previous Site Activity, 11.0
build004, last_event,  ,  , Impression, Fleet February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 2.0
build0, last_event,  ,  , Display Click, Retail Marz, ,  , OMS DE, Retail, Previous Site Activity, 36.0
build0, attributed,  ,  , Impression, Retail February, ,  , AutoScout24 Media, Retail, Previous Site Activity, 5184.48411105
build0, attributed, Broad, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 2233.6231342
build0, last_event,  ,  , Display Click, Retail Marz, ,  , SevenOne Media GmbH, Retail, Previous Site Activity, 66.0
build0, last_event,  ,  , Impression, Retail January, ,  , IQ Digital Network, Retail, Previous Site Activity, 540.0
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 446.0
build0, attributed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, Unexposed, 13118.0
build004, attributed, Exact, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 22.333541403
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 1.75848125746
build004, attributed,  ,  , Impression, Retail January, ,  , Autobild.de, Retail, Previous Site Activity, 23.7860114637
build004, last_event, Broad, Name Plate, Search Click,  , , Ecosport Sustain, DART Search : Google,  , Previous Site Activity, 9.0
build004, last_event,  ,  , Display Click, Retail February, ,  , Mobile.de, Retail, Previous Site Activity, 2.0
build004, last_event,  ,  , Impression, Smax, ,  , Interactive Media, Brand, Previous Site Activity, 8.0
build004, attributed,  ,  , Display Click, Retail January, ,  , XaxisDE, Retail, Previous Site Activity, 0.0666666666667
build0, attributed,  ,  , Display Click, Smax, ,  , Esome, Brand, Previous Site Activity, 3700.20570554
testd00, attributed,  ,  , Impression, Smax, ,  , united internet media, Brand, Previous Site Activity, 45.4302140731
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 37.0
build0, attributed,  ,  , Display Click, Retail Sales, ,  , AutoScout24 Media, Retail, Previous Site Activity, 148.464960164
build0, last_event,  ,  , Display Click, Retail February, ,  , XaxisDE, Retail, Previous Site Activity, 142.0
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , G+J Electric Media Sales GmbH, Brand, Previous Site Activity, 0.0896846148123
testd00, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , IQ Digital Network, Retail, Previous Site Activity, 2.74276628673
build004, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , aumago.com, Retail, Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, Retail January, ,  , auto-motor-und-sport.de, Retail, Previous Site Activity, 70.0
testd00, last_event, Exact, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 94.0
build004, last_event, Exact, Brand, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 10.0
testd00, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , blogformgroup.com, Retail, Previous Site Activity, 2.0
build0, last_event,  ,  , Impression, Retail January, ,  , motor-talk.de, Retail, Previous Site Activity, 1758.0
build0, last_event,  ,  , Impression, Retail January, ,  , autoplenum.de, Retail, Previous Site Activity, 1257.0
build004, last_event,  ,  , Impression, Retail February, ,  , SevenOne Media, Retail, Previous Site Activity, 28.0
testd00, attributed,  ,  , Impression, Smax, ,  , undertone.co.uk, Brand, Previous Site Activity, 7.97194415645
testd00, attributed,  ,  , Display Click, Retail January, ,  , autoplenum.de, Retail, Previous Site Activity, 0.866666666667
build0, last_event,  ,  , Impression, UNKNOWN, ,  , Xaxis Display, UNKNOWN, Previous Site Activity, 34.0
testd00, attributed, Exact, Commercial Vehicles, Search Click,  , , Transit, DART Search : Google,  , Previous Site Activity, 8.33353990957
build004, last_event,  ,  , Impression, Motocraft 2016, ,  , Autoscout24.de, Retail, Previous Site Activity, 5.0
build004, attributed, Broad, FCSD, Search Click,  , , Motocraft, DART Search : Google,  , Previous Site Activity, 1.75000617307
build004, last_event,  ,  , Display Click, Retail January, ,  , autozeitung.de, Retail, Previous Site Activity, 2.0
testd00, attributed,  ,  , Display Click, Retail January, ,  , motor-talk.de, Retail, Previous Site Activity, 0.333333333333
testd00, attributed,  ,  , Impression, Smax, ,  , Mobile.de, Brand, Previous Site Activity, 38.4485989601
testd00, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , mirando.de, Retail, Previous Site Activity, 5.00568194807
build0, attributed,  ,  , Display Click, Retail Marz, ,  , Autoscout24.de, Retail, Previous Site Activity, 20.4160295105
build0, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , blogformgroup.com, Retail, Previous Site Activity, 111.0
testd00, last_event, Exact, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 159.0
build004, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , AutoScout24 Media, Retail, Previous Site Activity, 3.58520577361
build004, attributed,  ,  , Display Click, Smax, ,  , IQ Digital Network, Brand, Previous Site Activity, 0.5
build0, attributed,  ,  , Impression, Smax, ,  , undertone.co.uk, Brand, Previous Site Activity, 796.882501496
build004, attributed,  ,  , Impression, Kuga Sustain, ,  , XaxisDE, Brand, Previous Site Activity, 17.5380571884
build0, attributed,  ,  , Display Click, Retail January, ,  , motor-talk.de, Retail, Previous Site Activity, 39.2881893569
build0, attributed, Exact, Commercial Vehicles, Search Click,  , , Transit, DART Search : Google,  , Previous Site Activity, 75.091724781
build0, last_event, Broad, Commercial Vehicles, Search Click,  , , Transit, DART Search : Google,  , Previous Site Activity, 63.0
testd00, last_event,  ,  , Impression, Retail Sales, ,  , AutoScout24 Media, Retail, Previous Site Activity, 8.0
testd00, attributed,  ,  , Display Click, Retail February, ,  , Light Reaction, Retail, Previous Site Activity, 5.57389387466
build004, last_event, Exact, Name Plate, Search Click,  , , Ka, DART Search : Google,  , Previous Site Activity, 8.0
build0, last_event, Exact, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 14832.0
testd00, last_event, Exact, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 61.0
build0, attributed,  ,  , Impression, Retail Dezember, ,  , SevenOne Media, Retail, Previous Site Activity, 3.52009885923
testd00, last_event, Exact, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 20.0
testd00, last_event,  ,  , Display Click, Kuga Sustain, ,  , AutoScout24 Media, Brand, Previous Site Activity, 6.0
build0, last_event,  ,  , Display Click, Smax, ,  , united internet media, Brand, Previous Site Activity, 764.0
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , Mobile.de, UNKNOWN, Previous Site Activity, 12.3937225406
build0, attributed, Broad, Generic, Search Click,  , , PKW, DART Search : Google,  , Previous Site Activity, 10.00245025
build0, last_event,  ,  , Impression, UNKNOWN, ,  , Media Impact DE, UNKNOWN, Previous Site Activity, 550.0
testd00, attributed,  ,  , Impression, Kuga Sustain, ,  , iq digital media marketing gmbh, Brand, Previous Site Activity, 6.09179989285
build004, attributed,  ,  , Impression, Retail Marz, ,  , OMS DE, Retail, Previous Site Activity, 1.50000902847
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , IQ Digital Network, Retail, Previous Site Activity, 4.0
testd00, attributed,  ,  , Display Click, UNKNOWN, ,  , Media Impact DE, UNKNOWN, Previous Site Activity, 0.224520369171
build0, attributed,  ,  , Impression, Fleet Allrad, ,  , IQ Digital Network, Retail, Previous Site Activity, 974.972086705
testd00, attributed,  ,  , Impression, Smax, ,  , ForwardAdGroup, Brand, Previous Site Activity, 10.0693811916
testd00, last_event,  ,  , Impression, Retail Marz, ,  , Autoscout24.de, Retail, Previous Site Activity, 42.0
testd00, attributed, Broad, Name Plate, Search Click,  , , Edge, DART Search : Google,  , Previous Site Activity, 27.0002096428
testd00, last_event, Exact, Brand, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 3.0
build0, last_event, Exact, Name Plate, Search Click,  , , Focus, DART Search : Google,  , Previous Site Activity, 14176.0
build0, last_event,  ,  , Display Click, Kuga Sustain, ,  , Interactive Media, Brand, Previous Site Activity, 4977.0
build004, attributed,  ,  , Impression, Retail February, ,  , XaxisDE, Retail, Previous Site Activity, 5.85974313909
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , Bauer Media, UNKNOWN, Previous Site Activity, 2.02447991544
testd00, last_event,  ,  , Impression, Smax, ,  , Plista, Brand, Previous Site Activity, 9.0
build004, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , G+J Electric Media Sales GmbH, Retail, Previous Site Activity, 1.0
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , Quisma, Brand, Previous Site Activity, 1224.79599035
build0, last_event, Exact, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 10872.0
build0, attributed, Broad, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 612.1010179
build004, attributed, Broad, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 8.50001349094
build004, attributed,  ,  , Impression, Retail January, ,  , auto-motor-und-sport.de, Retail, Previous Site Activity, 27.4951662957
build0, last_event,  ,  , Display Click, Smax, ,  , Mobile.de, Brand, Previous Site Activity, 192.0
build0, attributed,  ,  , Display Click, Fleet February, ,  , aumago.com, Retail, Previous Site Activity, 2.76346439386
build004, last_event,  ,  , Impression, Smax, ,  , Axel Springer Media Impact, Brand, Previous Site Activity, 10.0
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , mirando.de, Retail, Previous Site Activity, 14.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , SevenOne Media, UNKNOWN, Previous Site Activity, 3.42989822219e-05
testd00, attributed,  ,  , Display Click, Fleet Allrad, ,  , Light Reaction, Retail, Previous Site Activity, 2.14285714286
build0, last_event, Exact, Generic, Search Click,  , , Mini, DART Search : Google,  , Previous Site Activity, 3.0
build004, last_event, Phrase, Name Plate, Search Click,  , , Fiesta Retail, DART Search : Google,  , Previous Site Activity, 1.0
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , EMC, UNKNOWN, Previous Site Activity, 1.0
build004, attributed, Broad, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 4.5
build004, attributed,  ,  , Display Click, Retail Sales, ,  , XaxisDE, Retail, Previous Site Activity, 0.05
testd00, last_event,  ,  , Display Click, Retail February, ,  , AutoScout24 Media, Retail, Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Retail February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 3539.12122994
build0, attributed,  ,  , Impression, Smax, ,  , yahoo.co.uk, Brand, Previous Site Activity, 1201.56302632
testd00, last_event,  ,  , Impression, UNKNOWN, ,  , Mobile.de, UNKNOWN, Previous Site Activity, 4.0
build004, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , Light Reaction, Retail, Previous Site Activity, 3.07048899155
build0, last_event,  ,  , Display Click, Ecosport Sustain, ,  , Light Reaction, Brand, Previous Site Activity, 2.0
build004, last_event,  ,  , Impression, Retail Marz, ,  , Mobile.de, Retail, Previous Site Activity, 2.0
build0, last_event,  ,  , Impression, Retail Marz, ,  , XaxisDE, Retail, Previous Site Activity, 1001.0
testd00, attributed, Exact, Commerce, Search Click,  , , Fleet Lease, DART Search : Google,  , Previous Site Activity, 10.5002185921
testd00, last_event, Broad, Commerce, Search Click,  , , Fleet Lease, DART Search : Google,  , Previous Site Activity, 14.0
testd00, last_event,  ,  , Display Click, Retail Sales, ,  , Light Reaction, Retail, Previous Site Activity, 27.0
testd00, attributed,  ,  , Display Click, Retail Marz, ,  , XaxisDE, Retail, Previous Site Activity, 0.513182706138
build004, attributed, Broad, Brand, Search Click,  , , Kategorien, DART Search : Google,  , Previous Site Activity, 0.500008069566
build0, last_event,  ,  , Impression, Fleet Allrad, ,  , Quarter Media, Retail, Previous Site Activity, 398.0
build004, last_event,  ,  , Impression, Retail Marz, ,  , Bauer Media, Retail, Previous Site Activity, 5.0
build0, last_event,  ,  , Display Click, UNKNOWN, ,  , OMS DE, UNKNOWN, Previous Site Activity, 41.0
testd00, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 1.0
testd00, attributed,  ,  , Impression, Retail January, ,  , Mobile.de, Retail, Previous Site Activity, 85.259466412
build0, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , EMC, Retail, Previous Site Activity, 19.8728455823
build0, last_event,  ,  , Display Click, Smax, ,  , ForwardAdGroup, Brand, Previous Site Activity, 62.0
testd00, attributed,  ,  , Impression, Fleet Allrad, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 9.16375681254
testd00, attributed, Exact, Name Plate, Search Click,  , , Mondeo, DART Search : Google,  , Previous Site Activity, 33.1682555533
testd00, last_event, Broad, Name Plate, Search Click,  , , Mondeo, DART Search : Google,  , Previous Site Activity, 12.0
build004, attributed,  ,  , Display Click, Retail January, ,  , IQ Digital Network, Retail, Previous Site Activity, 0.333333333333
build004, attributed,  ,  , Display Click, Kuga Sustain, ,  , plista.de, Brand, Previous Site Activity, 0.333333333333
build0, attributed, Broad, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 95.6401127273
build004, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , IQ Digital Network, Retail, Previous Site Activity, 1.85274705607
build004, attributed,  ,  , Impression, Smax, ,  , united internet media, Brand, Previous Site Activity, 36.8564107377
build0, last_event,  ,  , Display Click, Retail January, ,  , auto-service.de, Retail, Previous Site Activity, 154.0
testd00, attributed, Broad, Commercial Vehicles, Search Click,  , , Tourneo, DART Search : Google,  , Previous Site Activity, 5.41675559674
build0, last_event,  ,  , Display Click, Gewerbewochen Marz, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 13.0
testd00, last_event,  ,  , Display Click, Smax, ,  , undertone.co.uk, Brand, Previous Site Activity, 3.0
build004, attributed,  ,  , Display Click, Retail Marz, ,  , Bauer Media, Retail, Previous Site Activity, 0.25
build0, attributed,  ,  , Impression, Fleet Allrad, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1432.19585122
build0, attributed,  ,  , Impression, Fleet Allrad, ,  , Business Advertising GmbH, Retail, Previous Site Activity, 673.285921925
build0, attributed, Broad, Generic, Search Click,  , , Klein, DART Search : Google,  , Previous Site Activity, 67.3909486163
build0, attributed,  ,  , Display Click, Retail January, ,  , OMS DE, Retail, Previous Site Activity, 104.297522712
build004, last_event, Exact, Name Plate, Search Click,  , , Ranger, DART Search : Google,  , Previous Site Activity, 6.0
build0, last_event, Broad, Generic, Search Click,  , , 4x4, DART Search : Google,  , Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , OMS DE, Retail, Previous Site Activity, 112.310997554
build0, attributed, Broad, Commercial Vehicles, Search Click,  , , Tourneo, DART Search : Google,  , Previous Site Activity, 74.3772011039
build004, attributed,  ,  , Impression, Kuga Sustain, ,  , Interactive Media, Brand, Previous Site Activity, 9.50726759802
build004, attributed,  ,  , Display Click, Retail January, ,  , autoplenum.de, Retail, Previous Site Activity, 0.236438910812
build004, last_event,  ,  , Display Click, Kuga Sustain, ,  , XaxisDE, Brand, Previous Site Activity, 2.0
build0, attributed, Exact, Brand, Search Click,  , , Handler, DART Search : Google,  , Previous Site Activity, 215.289689145
testd00, last_event, Exact, Name Plate, Search Click,  , , Edge, DART Search : Google,  , Previous Site Activity, 42.0
build004, attributed,  ,  , Impression, Smax, ,  , Mobile.de, Brand, Previous Site Activity, 8.38545846387
build004, last_event, Exact, Name Plate, Search Click,  , , Mustang, DART Search : Google,  , Previous Site Activity, 77.0
testd00, last_event, Exact, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 23.0
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , Autoscout24.de, UNKNOWN, Previous Site Activity, 6.16603685602
build004, attributed,  ,  , Impression, Gewerbewochen Marz, ,  , mirando.de, Retail, Previous Site Activity, 2.14013445319
build0, attributed,  ,  , Impression, Smax, ,  , XaxisDE, Brand, Previous Site Activity, 21459.549628
build0, last_event, Broad, Name Plate, Search Click,  , , C-Max Launch, DART Search : Google,  , Previous Site Activity, 2365.0
build0, attributed,  ,  , Impression, UNKNOWN, ,  , autozeitung.de, UNKNOWN, Previous Site Activity, 42.6309963626
build0, attributed, Exact, Name Plate, Search Click,  , , C-Max Launch, DART Search : Google,  , Previous Site Activity, 6278.35760745
build0, attributed, Exact, Generic, Search Click,  , , Familien, DART Search : Google,  , Previous Site Activity, 108.601994213
build0, last_event, Broad, Generic, Search Click,  , , Familien, DART Search : Google,  , Previous Site Activity, 84.0
build0, attributed, Broad, Commerce, Search Click,  , , Other Campaign, DART Search : Google,  , Previous Site Activity, 252.815142416
build004, attributed,  ,  , Display Click, Retail February, ,  , Light Reaction, Retail, Previous Site Activity, 48.19680317
build0, last_event,  ,  , Impression, UNKNOWN, ,  , Conde Nast, UNKNOWN, Previous Site Activity, 11.0
build004, last_event,  ,  , Impression, Retail Sales, ,  , AutoScout24 Media, Retail, Previous Site Activity, 5.0
testd00, attributed, Exact, Brand, Search Click,  , , Aktionen, DART Search : Google,  , Previous Site Activity, 0.666666666667
build0, attributed, Broad, Name Plate, Search Click,  , , Kuga Sustain, DART Search : Google,  , Previous Site Activity, 2360.2101419
build0, last_event,  ,  , Display Click, Fleet Allrad, ,  , IQ Digital Network, Retail, Previous Site Activity, 33.0
build0, last_event, Exact, Commerce, Search Click,  , , Retail, DART Search : Google,  , Previous Site Activity, 830.0
testd00, last_event,  ,  , Impression, Retail January, ,  , OMS DE, Retail, Previous Site Activity, 11.0
build004, last_event, Exact, Name Plate, Search Click,  , , Galaxy Launch, DART Search : Google,  , Previous Site Activity, 10.0
build004, last_event, Exact, Name Plate, Search Click,  , , Smax, DART Search : Google,  , Previous Site Activity, 33.0
build0, attributed,  ,  , Impression, Kuga Sustain, ,  , OMS DE, Brand, Previous Site Activity, 678.406751313
build0, last_event,  ,  , Impression, Gewerbewochen Marz, ,  , Mobile.de, Retail, Previous Site Activity, 480.0
testd00, attributed,  ,  , Impression, Motocraft 2016, ,  , Mobile.de, Retail, Previous Site Activity, 7.80312783677
build004, attributed,  ,  , Impression, Kuga Sustain, ,  , iq digital media marketing gmbh, Brand, Previous Site Activity, 2.00001610621
testd00, last_event,  ,  , Display Click, Smax, ,  , yahoo.co.uk, Brand, Previous Site Activity, 10.0
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , Conde Nast, UNKNOWN, Previous Site Activity, 1.33333333333
testd00, last_event,  ,  , Display Click, Retail February, ,  , Axel Springer Media Impact, Retail, Previous Site Activity, 1.0
testd00, attributed,  ,  , Display Click, Gewerbewochen Marz, ,  , Mobile.de, Retail, Previous Site Activity, 0.337474388065
build0, attributed,  ,  , Impression, Kuga Sustain, ,  , SevenOne Media GmbH, Brand, Previous Site Activity, 2558.0761301
build004, last_event, Exact, Brand, Search Click,  , , Ford Technology, DART Search : Google,  , Previous Site Activity, 6.0
build004, attributed, Broad, Name Plate, Search Click,  , , Edge, DART Search : Google,  , Previous Site Activity, 12.3333821805
build004, attributed,  ,  , Impression, Smax, ,  , ForwardAdGroup, Brand, Previous Site Activity, 4.45839082362
build004, last_event,  ,  , Impression, Retail Marz, ,  , Autoscout24.de, Retail, Previous Site Activity, 9.0
testd00, last_event,  ,  , Impression, UNKNOWN, ,  , Autoscout24.de, UNKNOWN, Previous Site Activity, 2.0
build0, attributed, Exact, Generic, Search Click,  , , Van, DART Search : Google,  , Previous Site Activity, 36.524054589
build0, last_event,  ,  , Display Click, Smax, ,  , yahoo.co.uk, Brand, Previous Site Activity, 475.0
testd00, attributed, Broad, Generic, Search Click,  , , Wagen, DART Search : Google,  , Previous Site Activity, 1.0
build004, attributed,  ,  , Impression, Retail January, ,  , auto-service.de, Retail, Previous Site Activity, 4.90011069546
build0, last_event, Broad, Generic, Search Click,  , , Van, DART Search : Google,  , Previous Site Activity, 20.0
testd00, last_event, Exact, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 10.0
build004, last_event,  ,  , Impression, Smax, ,  , Plista, Brand, Previous Site Activity, 4.0
build004, last_event,  ,  , Display Click, Motocraft 2016, ,  , Light Reaction, Retail, Previous Site Activity, 1.0
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , united internet media, Brand, Previous Site Activity, 43.2500632724
testd00, attributed,  ,  , Impression, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 48.896802193
build0, last_event, Broad, Generic, Search Click,  , , Fleet Allrad, DART Search : Google,  , Previous Site Activity, 35.0
build0, attributed, Exact, Generic, Search Click,  , , Fleet Allrad, DART Search : Google,  , Previous Site Activity, 24.0009109443
testd00, last_event, Exact, Generic, Search Click,  , , Klein, DART Search : Google,  , Previous Site Activity, 2.0
build004, attributed,  ,  , Display Click, Fleet Allrad, ,  , Light Reaction, Retail, Previous Site Activity, 0.506694128413
build0, attributed,  ,  , Display Click, UNKNOWN, ,  , xaxis.com/de, UNKNOWN, Previous Site Activity, 0.833360273926
build0, attributed,  ,  , Impression, Retail February, ,  , OMS DE, Retail, Previous Site Activity, 342.619935664
build0, last_event, Exact, Brand, Search Click,  , , Mondeo Vignale, DART Search : Google,  , Previous Site Activity, 466.0
testd00, last_event, Exact, Commercial Vehicles, Search Click,  , , Tourneo, DART Search : Google,  , Previous Site Activity, 18.0
testd00, attributed,  ,  , Impression, Retail January, ,  , Autoscout24.de, Retail, Previous Site Activity, 165.431623964
testd00, attributed,  ,  , Impression, Fleet Allrad, ,  , EMC, Retail, Previous Site Activity, 2.26680212084
testd00, attributed, Broad, Generic, Search Click,  , , 7Sitzer, DART Search : Google,  , Previous Site Activity, 6.98438020587e-06
build004, attributed,  ,  , Display Click, Smax, ,  , Plista, Brand, Previous Site Activity, 2.0
build004, last_event,  ,  , Impression, UNKNOWN, ,  , Mobile.de, UNKNOWN, Previous Site Activity, 1.0
build0, attributed,  ,  , Impression, Retail Sales, ,  , Mobile.de, Retail, Previous Site Activity, 6658.95402735
build0, last_event,  ,  , Impression, Retail February, ,  , united internet media, Retail, Previous Site Activity, 303.0
build004, attributed, Exact, Commerce, Search Click,  , , Fleet Lease, DART Search : Google,  , Previous Site Activity, 6.33334401886
build0, last_event, Exact, Generic, Search Click,  , , Klein, DART Search : Google,  , Previous Site Activity, 169.0
build004, last_event,  ,  , Display Click, Retail Sales, ,  , Light Reaction, Retail, Previous Site Activity, 13.0
build004, last_event, Broad, Commerce, Search Click,  , , Fleet Lease, DART Search : Google,  , Previous Site Activity, 13.0
testd00, attributed,  ,  , Display Click, Retail February, ,  , united internet media, Retail, Previous Site Activity, 0.458333333333
build0, last_event,  ,  , Impression, Fleet February, ,  , Quarter Media, Retail, Previous Site Activity, 274.0
build0, last_event,  ,  , Impression, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 2955.0
build0, attributed,  ,  , Display Click, Kuga Sustain, ,  , Mobile.de, Brand, Previous Site Activity, 286.329309751
testd00, attributed,  ,  , Display Click, Kuga Sustain, ,  , Media Impact DE, Brand, Previous Site Activity, 4.99155925989
build004, last_event, Broad, Brand, Search Click,  , , Alone, DART Search : Google,  , Previous Site Activity, 29.0
build0, attributed, Exact, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 18597.0757928
build0, last_event, Broad, Brand, Search Click,  , , Generisch, DART Search : Google,  , Previous Site Activity, 1133.0
testd00, attributed,  ,  , Impression, Fleet February, ,  , IQ Digital Network, Retail, Previous Site Activity, 7.13304271998
build004, attributed,  ,  , Impression, Retail January, ,  , Mobile.de, Retail, Previous Site Activity, 26.0286476382
build004, last_event, Broad, Name Plate, Search Click,  , , Mondeo, DART Search : Google,  , Previous Site Activity, 7.0
build004, attributed, Exact, Name Plate, Search Click,  , , Mondeo, DART Search : Google,  , Previous Site Activity, 25.4224868593
